Vehicle ,RAM,storage,Trustfactor,Distance,TransmissionRate,Eligible
484,67.9,52.275,57,69.1,96.2962963,68.51425926
485,82.375,16.04375,48,58.1,14.81481481,43.86671296
486,60.825,48.55625,48,93.6,74.07407407,65.01106481
487,96.85,29.64375,99,6.8,59.25925926,58.31060185
488,48.9375,71.0875,69,29.7,37.03703704,51.15240741
489,66.75,62.43125,68,88.4,44.44444444,66.00513889
490,60.6625,53.20625,10,29.3,37.03703704,38.04115741
491,85.1625,69.21875,87,95.2,92.59259259,85.83476852
492,93.8125,19.79375,75,8,85.18518519,56.35828704
493,28.6125,85.4625,68,64,11.11111111,51.43722222
494,95.0625,80.675,91,34.3,37.03703704,67.61490741
495,94.5375,45.29375,19,19.7,59.25925926,47.55810185
496,96.1625,89.95,16,39.4,40.74074074,56.45064815
497,19.1,36.41875,64,79.7,92.59259259,58.36226852
498,95.975,87.875,33,69.9,59.25925926,69.20185185
499,85.475,34.9,29,30.6,70.37037037,50.06907407
500,70.7625,23.16875,85,78.9,85.18518519,68.60328704
501,13.7125,6.25625,20,30.8,22.22222222,18.59819444
502,42.7,73.65625,21,28.9,14.81481481,36.21421296
503,74.975,48.675,29,95.7,55.55555556,60.78111111
504,19.275,57.2125,33,54.9,33.33333333,39.54416667
505,95.95,75.50625,70,42.3,51.85185185,67.12162037
506,68.6125,87.2625,78,64.8,51.85185185,70.10537037
507,96.4625,79.1625,45,26.3,29.62962963,55.31092593
508,79.2,51.94375,78,44.5,55.55555556,61.83986111
509,44.8625,61.225,64,56.9,14.81481481,48.36046296
510,51.3125,7.45625,78,94.3,81.48148148,62.5100463
511,57.8625,81.95,78,76.1,70.37037037,72.85657407
512,93.4125,54.5125,84,97.8,62.96296296,78.53759259
513,42.325,36.3875,21,85.9,11.11111111,39.34472222
514,74.8125,30.94375,47,94.2,33.33333333,56.05791667
515,40.775,67.19375,18,69.7,62.96296296,51.72634259
516,58.85,91.5875,14,55.7,62.96296296,56.62009259
517,79.7875,29.56875,88,54,59.25925926,62.12310185
518,69.725,75.04375,79,77.3,70.37037037,74.28782407
519,41.6375,88.93125,23,3.9,11.11111111,33.71597222
520,18.7375,27.3,83,44.1,66.66666667,47.96083333
521,49.0625,23.9375,30,58.2,51.85185185,42.61037037
522,31.525,32.11875,55,82,37.03703704,47.53615741
523,41.1625,66.33125,80,38.4,85.18518519,62.21578704
524,96.225,89.9625,21,31.4,25.92592593,52.90268519
525,34.8,54.56875,63,15.8,22.22222222,38.07819444
526,35.9125,71.4125,36,44.4,55.55555556,48.65611111
527,59.1375,17.03125,75,25.9,25.92592593,40.59893519
528,18.25,98.05,58,44.1,77.77777778,59.23555556
529,25.0875,36.91875,56,51.7,33.33333333,40.60791667
530,18.1,61.8625,87,15.2,33.33333333,43.09916667
531,65.5875,27.3875,100,45,37.03703704,55.00240741
532,48.6875,58.29375,87,71.8,81.48148148,69.4525463
533,86.8125,56.33125,23,69.1,96.2962963,66.30800926
534,78.85,36.375,22,89,100,65.245
535,63.15,37.45,68,25.4,55.55555556,49.91111111
536,46.275,80.5875,98,42.1,25.92592593,58.57768519
537,29.55,81.99375,90,93.7,77.77777778,74.60430556
538,37.6375,12.10625,82,60.3,22.22222222,42.85319444
539,53.0375,58.325,62,38.5,77.77777778,57.92805556
540,94.7875,41.16875,51,91.6,40.74074074,63.85939815
541,89.55,38.375,43,95.7,40.74074074,61.47314815
542,19.7375,46.325,66,65.8,40.74074074,47.72064815
543,43.8,9.55,75,17.6,77.77777778,44.74555556
544,22.1625,63.09375,88,21.7,11.11111111,41.21347222
545,57.4375,9.51875,88,57.8,55.55555556,53.66236111
546,34.4375,26.84375,60,20.7,88.88888889,46.17402778
547,50.4,54.80625,72,42.8,40.74074074,52.14939815
548,21.4375,55.8625,85,28.5,40.74074074,46.30814815
549,67.575,50.5625,35,58,77.77777778,57.78305556
550,92.325,12.175,32,3.4,51.85185185,38.35037037
551,36.775,24.23125,37,43.6,11.11111111,30.54347222
552,54.625,73.98125,99,7.5,62.96296296,59.61384259
553,86.8125,19.21875,49,31.1,70.37037037,51.30032407
554,67.525,75.3125,29,34.5,74.07407407,56.08231481
555,93.7875,40.64375,64,61.4,48.14814815,61.59587963
556,42.875,68.65,44,21.6,18.51851852,39.1287037
557,30.0125,36.525,13,37.3,14.81481481,26.33046296
558,86.0875,59.5625,11,58.5,100,63.03
559,78.4875,52,74,20.7,92.59259259,63.55601852
560,65.125,26.73125,64,12.7,62.96296296,46.30384259
561,88.875,10.725,41,24.8,100,53.08
562,66.525,25.61875,69,52.6,92.59259259,61.26726852
563,62.2625,38.3625,89,6.1,59.25925926,50.99685185
564,27.175,61.4875,70,46.8,92.59259259,59.61101852
565,68.6375,48.24375,80,90.6,37.03703704,64.90365741
566,35.9875,97.2875,85,77.4,62.96296296,71.72759259
567,51.7375,62.44375,53,5.1,25.92592593,39.64143519
568,40.0375,58.95625,46,45.9,11.11111111,40.40097222
569,15.875,26.775,44,65.6,29.62962963,36.37592593
570,85.875,17.90625,15,45.1,59.25925926,44.62810185
571,42.7,84.975,59,48.4,48.14814815,56.64462963
572,69.1125,33.9125,77,24.4,25.92592593,46.07018519
573,76.35,25.075,73,78.6,48.14814815,60.23462963
574,82.3625,74.175,94,56.5,59.25925926,73.25935185
575,73.8875,56.06875,96,37.7,66.66666667,66.06458333
576,16.525,15.33125,75,79,77.77777778,52.72680556
577,25.9375,17.50625,81,49.8,33.33333333,41.51541667
578,24.8625,48.375,64,61.7,11.11111111,42.00972222
579,54.9375,44.575,86,70.3,44.44444444,60.05138889
580,65.0375,92.81875,93,26.9,29.62962963,61.47717593
581,31.4875,86.81875,45,45.5,37.03703704,49.16865741
582,52.2125,90.5875,80,69.1,66.66666667,71.71333333
583,81.975,74.0125,42,64.5,77.77777778,68.05305556
584,49.2625,90.35,27,38.5,14.81481481,43.98546296
585,77.925,96.69375,59,26.3,14.81481481,54.94671296
586,38.2,57.025,81,45.6,85.18518519,61.40203704
587,46.95,7.83125,18,61.2,14.81481481,29.75921296
588,27.3625,86.8625,14,69.8,44.44444444,48.49388889
589,65.2,84.06875,100,6.7,92.59259259,69.71226852
590,50.8,17.00625,75,8.7,44.44444444,39.19013889
591,71.725,93.0375,53,61.3,37.03703704,63.21990741
592,35.85,81.375,97,33.5,88.88888889,67.32277778
593,50.35,99.6125,61,35,48.14814815,58.82212963
594,78.875,98.15,79,3.2,59.25925926,63.69685185
595,98.7375,9.4375,13,62.4,85.18518519,53.75203704
596,54.95,11.8125,48,5.9,81.48148148,40.4287963
597,28.0125,66.8125,98,74.5,11.11111111,55.68722222
598,80.6125,24.5,49,68.3,14.81481481,47.44546296
599,67.2875,34.725,31,93,88.88888889,62.98027778
600,55.7375,69.825,75,46.8,11.11111111,51.69472222
601,51.4375,50.1875,97,29.2,55.55555556,56.67611111
602,65.2875,74.20625,11,72.9,100,64.67875
603,77.0625,82.13125,95,2.3,29.62962963,57.22467593
604,78.8,19.025,68,3,85.18518519,50.80203704
605,72.7875,11.70625,39,81.9,44.44444444,49.96763889
606,16.825,46.5125,77,43.4,14.81481481,39.71046296
607,38.3875,41.55625,23,16.4,44.44444444,32.75763889
608,29.7875,70.29375,97,41.1,59.25925926,59.48810185
609,57.1,27.5125,100,85.4,55.55555556,65.11361111
610,77.7375,55.2125,70,20.1,74.07407407,59.42481481
611,93.75,19.2125,51,53.6,25.92592593,48.69768519
612,58.8,57.625,90,46.5,85.18518519,67.62203704
613,73.225,27.19375,25,23,14.81481481,32.64671296
614,83.7,92.25,57,71.7,88.88888889,78.70777778
615,98.05,83.05625,78,41.3,37.03703704,67.48865741
616,91.75,86.45625,47,2.1,85.18518519,62.49828704
617,77.775,21.975,70,42.3,96.2962963,61.66925926
618,75.4625,19.5875,78,5.5,100,55.71
619,55.5125,54.45,48,27.5,92.59259259,55.61101852
620,45.1625,10.375,35,27,62.96296296,36.10009259
621,63.1125,49.94375,15,98.8,48.14814815,55.00087963
622,81.8125,29.2875,84,44.9,62.96296296,60.59259259
623,51.1875,41,39,76.8,14.81481481,44.56046296
624,95.3875,47.91875,68,9.1,18.51851852,47.7849537
625,80.2125,67.9,82,62,25.92592593,63.60768519
626,61.0875,91.2125,36,21.3,18.51851852,45.6237037
627,49.25,64.5625,50,42.6,55.55555556,52.39361111
628,29.4625,26.48125,13,44.1,40.74074074,30.75689815
629,54.1625,69.60625,28,71.2,62.96296296,57.18634259
630,76.725,90.4375,24,60.1,81.48148148,66.5487963
631,93.8,6.525,56,85.2,85.18518519,65.34203704
632,27.05,67.46875,80,66.9,88.88888889,66.06152778
633,98.7875,72.95,49,83.3,88.88888889,78.58527778
634,76.1375,35.55625,74,9.1,100,58.95875
635,70.5125,70.66875,43,76.1,48.14814815,61.68587963
636,92.2875,27.8375,21,82.5,62.96296296,57.31759259
637,27.3375,85.8125,71,97.6,100,76.35
638,42.9625,19.3,26,8.5,88.88888889,37.13027778
639,29.4875,35.5,68,64.1,96.2962963,58.67675926
640,33.7375,18.4625,58,86.3,29.62962963,45.22592593
641,39.65,85.075,79,88,55.55555556,69.45611111
642,38.9,74.58125,29,96,77.77777778,63.25180556
643,79.625,27.06875,72,34.5,51.85185185,53.00912037
644,17.3375,43.45625,47,50.5,11.11111111,33.88097222
645,31.825,28.58125,39,67.3,77.77777778,48.89680556
646,96.5625,25.6875,74,13.2,11.11111111,44.11222222
647,41.525,72.95625,58,54.4,96.2962963,64.63550926
648,63.6375,48.11875,78,75.5,48.14814815,62.68087963
649,49.8625,82.09375,81,77.4,96.2962963,77.33050926
650,29.125,43.675,64,75,33.33333333,49.02666667
651,66.7875,66.06875,37,13.7,55.55555556,47.82236111
652,29.3375,26.9125,88,55.3,25.92592593,45.09518519
653,97.7875,91.875,25,6,18.51851852,47.8362037
654,94.225,69.30625,26,13.5,59.25925926,52.45810185
655,87.3375,40.48125,44,17.2,100,57.80375
656,13.3375,29.275,61,56,18.51851852,35.6262037
657,93.7875,24.48125,60,26.3,100,60.91375
658,62.85,97.46875,97,46.6,77.77777778,76.33930556
659,86.5625,85.95,70,51.7,48.14814815,68.47212963
660,81.2375,92.54375,20,27.7,70.37037037,58.37032407
661,53.4375,29.20625,53,57.2,70.37037037,52.64282407
662,54.525,61.15,70,50.6,44.44444444,56.14388889
663,43.125,67.5125,31,13.8,11.11111111,33.30972222
664,97.4,38.33125,91,25.6,62.96296296,63.05884259
665,82.65,37.9875,66,63.6,25.92592593,55.23268519
666,74.1125,47.875,45,58.3,81.48148148,61.3537963
667,36.1625,41.1125,45,32.3,22.22222222,35.35944444
668,34.9125,20.18125,13,61.2,88.88888889,43.63652778
669,14.7,80.01875,17,67.6,22.22222222,40.30819444
670,55.275,35.65625,34,31.4,66.66666667,44.59958333
671,41.2375,33.29375,41,6.5,18.51851852,28.1099537
672,48.5625,18.25625,72,52.6,14.81481481,41.24671296
673,23.225,56.09375,64,20.2,51.85185185,43.07412037
674,49.3125,91.1125,65,25.6,29.62962963,52.13092593
675,51.6,34.1125,35,14.4,66.66666667,40.35583333
676,15.45,21.89375,13,43.5,40.74074074,26.91689815
677,20.8875,6.69375,92,12,40.74074074,34.46439815
678,81.9375,44.7375,83,71.4,33.33333333,62.88166667
679,30.375,78.13125,79,94,33.33333333,62.96791667
680,18.2875,33.15,96,15.2,62.96296296,45.12009259
681,24.3,23.51875,95,23,29.62962963,39.08967593
682,17.425,72.0875,45,13.7,40.74074074,37.79064815
683,14.3375,91.825,39,71.4,18.51851852,47.0162037
684,13.225,28.00625,86,33.4,62.96296296,44.71884259
685,79.375,16.00625,81,96,88.88888889,72.25402778
686,14.9375,14.5,13,54.8,77.77777778,35.00305556
687,38.7375,36.01875,98,37.6,37.03703704,49.47865741
688,36.325,68.48125,86,46.8,70.37037037,61.59532407
689,50.1375,52.21875,87,5.9,40.74074074,47.19939815
690,68.8125,90.93125,38,99.9,81.48148148,75.8250463
691,48.55,58,30,97,70.37037037,60.78407407
692,51.075,98.61875,85,93.1,40.74074074,73.70689815
693,75.575,29.04375,89,38.4,85.18518519,63.44078704
694,84.3875,79.24375,95,71.4,62.96296296,78.59884259
695,48.0125,52.85625,46,41.4,37.03703704,45.06115741
696,78.0625,66.44375,78,61.9,74.07407407,71.69606481
697,29.2375,77.38125,87,99.1,37.03703704,65.95115741
698,96.0375,14.2625,68,17.9,48.14814815,48.86962963
699,29.9375,19.2125,38,84,96.2962963,53.48925926
700,93.8,99.08125,89,22,44.44444444,69.66513889
701,21.9,51.125,89,67.9,33.33333333,52.65166667
702,31.425,48.275,23,19.2,11.11111111,26.60222222
703,84.675,14.8875,99,77.4,37.03703704,62.59990741
704,56.2625,32.15,38,74.8,59.25925926,52.09435185
705,94.9375,34.71875,55,93.1,59.25925926,67.40310185
706,54.35,51.20625,93,36.3,40.74074074,55.11939815
707,32.05,75.05625,86,93.2,25.92592593,62.44643519
708,61.9,77.33125,80,54.8,22.22222222,59.25069444
709,67.9,30.625,56,80.5,44.44444444,55.89388889
710,57.25,45.29375,26,85.8,22.22222222,47.31319444
711,49.0125,69.5875,38,52.8,96.2962963,61.13925926
712,26.35,71.25,49,8.2,81.48148148,47.2562963
713,89.8375,15.825,94,15.9,92.59259259,61.63101852
714,40.1375,83.51875,72,67.4,81.48148148,68.9075463
715,64.6,92.825,27,95.5,59.25925926,67.83685185
716,38.7875,49.2375,72,81.8,62.96296296,60.95759259
717,74.2125,65.0625,89,52.9,44.44444444,65.12388889
718,61.45,88.65625,73,91.5,100,82.92125
719,90.175,53.05625,75,94.4,81.48148148,78.8225463
720,71.1875,26.98125,54,46.5,37.03703704,47.14115741
721,67.875,57.7125,59,16,37.03703704,47.52490741
722,76.075,86.03125,54,66.4,70.37037037,70.57532407
723,55.3,61.41875,84,3.2,92.59259259,59.30226852
724,64.775,58.9,13,7.1,51.85185185,39.12537037
725,85.7375,93.60625,58,92.1,100,85.88875
726,68.3,8.8875,98,36.5,51.85185185,52.70787037
727,74.1375,26.10625,70,51.2,81.48148148,60.5850463
728,46.0625,65.85625,91,41.9,51.85185185,59.33412037
729,65.6875,56.525,61,82,96.2962963,72.30175926
730,67.025,18.41875,80,54.6,74.07407407,58.82356481
731,33.4125,52.75625,22,53.9,37.03703704,39.82115741
732,75.95,69.43125,14,58.3,100,63.53625
733,63.8125,98.725,43,82.1,59.25925926,69.37935185
734,71.125,29.2875,94,44.5,25.92592593,52.96768519
735,64.7625,21.475,79,13.2,59.25925926,47.53935185
736,80.525,19.15625,81,95.9,81.48148148,71.6125463
737,48.3625,48.11875,25,7.1,22.22222222,30.16069444
738,43.0875,45.475,63,73.8,92.59259259,63.59101852
739,67.325,8.28125,94,64.4,74.07407407,61.61606481
740,68.2375,24.975,72,1.7,37.03703704,40.78990741
741,89.9,34.5375,24,74.4,81.48148148,60.8637963
742,66.3625,64.475,91,74.9,25.92592593,64.53268519
743,91.6,95.175,49,76.5,29.62962963,68.38092593
744,12.95,62.04375,25,29.6,14.81481481,28.88171296
745,64.525,69.6375,85,69.2,88.88888889,75.45027778
746,90.1625,33.575,84,8.7,14.81481481,46.25046296
747,27.9375,15.38125,17,66.6,88.88888889,43.16152778
748,72.9,43.88125,92,94.8,88.88888889,78.49402778
749,87.9,46.95625,45,76.9,77.77777778,66.90680556
750,18.4625,26.70625,31,60.6,62.96296296,39.94634259
751,38.675,10.84375,17,30,37.03703704,26.71115741
752,60.1875,82,100,44.1,62.96296296,69.85009259
753,94.3125,42.55,98,56.1,48.14814815,67.82212963
754,72.6625,9.9625,80,30.3,59.25925926,50.43685185
755,75.6125,71.325,62,11.9,48.14814815,53.79712963
756,72.825,34.64375,35,15.7,48.14814815,41.26337963
757,29.15,69.08125,100,68.4,14.81481481,56.28921296
758,72.05,56.25,54,80.3,55.55555556,63.63111111
759,37.875,19.63125,54,10.4,66.66666667,37.71458333
760,18,15.35,10,24.9,33.33333333,20.31666667
761,24.7375,9.08125,32,29.3,96.2962963,38.28300926
762,67.525,18.1,58,16.4,33.33333333,38.67166667
763,86.3375,57.31875,53,87.3,18.51851852,60.4949537
764,44.225,45.4875,58,98.6,37.03703704,56.66990741
765,51.9125,30.08125,80,73,25.92592593,52.18393519
766,56.0625,72.05,58,69,11.11111111,53.24472222
767,93.15,12.63125,43,74.7,48.14814815,54.32587963
768,26.45,10.0125,50,51.4,81.48148148,43.8687963
769,58.825,11.5125,14,64.7,74.07407407,44.62231481
770,23.9,83.63125,65,39.4,70.37037037,56.46032407
771,37.1375,39.1625,74,4.5,14.81481481,33.92296296
772,85.975,97.25,29,54.5,25.92592593,58.53018519
773,34.5625,53.925,44,81.2,62.96296296,55.33009259
774,19.6,99.89375,66,98.1,33.33333333,63.38541667
775,39.35,64.0375,16,45.1,59.25925926,44.74935185
776,30.3375,17.4125,29,90.7,51.85185185,43.86037037
777,38.8125,49.925,40,58.7,100,57.4875
778,56.4625,40.1125,71,67.1,48.14814815,56.56462963
779,45.625,99.29375,34,81,85.18518519,69.02078704
780,55.5875,20.14375,66,77.5,25.92592593,49.03143519
781,92.4125,7.80625,73,68,22.22222222,52.68819444
782,73.7125,40.93125,61,35.2,77.77777778,57.72430556
783,52.825,23.475,66,30.7,55.55555556,45.71111111
784,98.575,63.30625,55,40.7,11.11111111,53.73847222
785,33.0875,20.9375,19,15.6,74.07407407,32.53981481
786,53.6625,71.80625,61,77.1,40.74074074,60.86189815
787,70.3125,50.90625,73,11,85.18518519,58.08078704
788,58.9,11.6375,81,88.2,33.33333333,54.61416667
789,97.2625,48.85625,84,95.1,18.51851852,68.7474537
790,16.875,16.225,48,58.7,70.37037037,42.03407407
791,82.9,77.5375,47,84,62.96296296,70.88009259
792,95.15,58.14375,13,95.3,100,72.31875
793,60.85,97.1125,99,30.8,37.03703704,64.95990741
794,58.4,52.30625,64,23.4,62.96296296,52.21384259
795,76.95,96.9625,73,88.6,77.77777778,82.65805556
796,55.9125,98.225,93,62.8,33.33333333,68.65416667
797,50.4125,51.68125,52,76.3,96.2962963,65.33800926
798,46.4125,42.15625,62,86.4,33.33333333,54.06041667
799,66.5375,45.28125,62,3.3,66.66666667,48.75708333
800,98.8,78.025,43,11.3,96.2962963,65.48425926
801,29.15,96.00625,38,34.6,100,59.55125
802,91.6375,57.4625,37,36,59.25925926,56.27185185
803,23.45,27.94375,61,83.2,88.88888889,56.89652778
804,27.9125,20.0625,44,50.5,88.88888889,46.27277778
805,65.5875,53.3875,45,53.6,44.44444444,52.40388889
806,69.0125,6.70625,77,90.6,14.81481481,51.62671296
807,58.525,61.16875,25,25,59.25925926,45.79060185
808,69.425,70.35,24,67.6,77.77777778,61.83055556
809,33.825,88.9125,55,83,22.22222222,56.59194444
810,71.7625,23.875,85,85.9,77.77777778,68.86305556
811,62.75,25.975,41,3.5,51.85185185,37.01537037
812,34.2125,79.65625,74,97.6,59.25925926,68.94560185
813,63.225,82.63125,53,99.7,85.18518519,76.74828704
814,89.0125,39.75625,66,89.3,74.07407407,71.62856481
815,43.825,93.4375,46,26.5,37.03703704,49.35990741
816,29.9375,44.11875,76,40.9,44.44444444,47.08013889
817,61.525,49.43125,44,20.2,70.37037037,49.10532407
818,62.7625,71.09375,57,97.5,18.51851852,61.3749537
819,76.475,16.03125,13,67.8,40.74074074,42.80939815
820,74.6,79.625,98,16.9,44.44444444,62.71388889
821,99.6,90.2,41,17.3,22.22222222,54.06444444
822,81.4,46.88125,54,56.5,18.51851852,51.4599537
823,60.6,10.825,95,86.4,88.88888889,68.34277778
824,61.6375,37.95,58,1.9,77.77777778,47.45305556
825,95.8,24.11875,75,85.4,77.77777778,71.61930556
826,18.4875,59.575,33,96.4,85.18518519,58.52953704
827,97.625,90.74375,33,14.8,70.37037037,61.30782407
828,84.3,96.925,84,47.2,55.55555556,73.59611111
829,50.1,68.55625,94,54.3,59.25925926,65.24310185
830,53.525,71.76875,57,71,40.74074074,58.80689815
831,39.6625,27.95,90,26.1,62.96296296,49.33509259
832,55.0625,7.58125,59,14.9,92.59259259,45.82726852
833,29.4375,86.825,63,34.8,92.59259259,61.33101852
834,51.65,86.63125,80,21.9,29.62962963,53.96217593
835,95.625,26.025,66,86.3,59.25925926,66.64185185
836,60.1875,98.8625,43,92.4,66.66666667,72.22333333
837,47.2625,66.1375,70,96.7,48.14814815,65.64962963
838,39.9375,81.79375,77,73.9,55.55555556,65.63736111
839,94.9625,72.3375,31,37.6,22.22222222,51.62444444
840,48.9125,91.48125,28,71.9,14.81481481,51.02171296
841,60.1125,23.94375,94,97.6,37.03703704,62.53865741
842,59.1625,48.90625,98,97.1,81.48148148,76.9300463
843,43.4625,86.2125,65,46,25.92592593,53.32018519
844,15.7,6.45625,62,43,44.44444444,34.32013889
845,54.9375,57.4375,49,51.8,18.51851852,46.3387037
846,87.7,95.3875,51,79.6,18.51851852,66.4412037
847,18.8625,49.1,75,83,92.59259259,63.71101852
848,41.8375,46.6625,33,17.1,100,47.72
849,55.7375,92.25,69,12.1,44.44444444,54.70638889
850,85.325,67.05,80,46.2,85.18518519,72.75203704
851,74.0125,72.775,24,79.9,59.25925926,61.98935185
852,28.3625,27.4125,18,68,48.14814815,37.98462963
853,59.7,29.81875,42,5.1,25.92592593,32.50893519
854,35.125,93.81875,40,19.6,55.55555556,48.81986111
855,56.7875,63.8625,36,94.5,59.25925926,62.08185185
856,29.475,14.11875,34,89.4,62.96296296,45.99134259
857,60.575,8.35,40,21.5,37.03703704,33.49240741
858,66.3,45,35,16.2,22.22222222,36.94444444
859,65.7875,89.64375,75,72,29.62962963,66.41217593
860,89.4,83.54375,29,54,22.22222222,55.63319444
861,79.0375,79.025,13,54.4,66.66666667,58.42583333
862,63.275,77.0125,83,1.5,37.03703704,52.36490741
863,25.9625,76.78125,20,12.5,85.18518519,44.08578704
864,32.625,56.8625,42,15.7,37.03703704,36.84490741
865,88.8875,53.70625,61,11.1,77.77777778,58.49430556
866,52.7125,31.925,66,14.9,37.03703704,40.51490741
867,97.625,49.2375,54,93.2,59.25925926,70.66435185
868,69.5625,76.45625,35,88.4,62.96296296,66.47634259
869,80.7375,38.58125,33,18.6,70.37037037,48.25782407
870,27.8125,68.06875,28,53.1,55.55555556,46.50736111
871,94.3625,26.575,72,51.4,33.33333333,55.53416667
872,37.075,73.50625,82,84.9,14.81481481,58.45921296
873,22.75,82,34,63.2,92.59259259,58.90851852
874,97.65,21.3875,94,2.7,51.85185185,53.51787037
875,46.5875,54.05,45,59.9,55.55555556,52.21861111
876,90.025,25.39375,54,48.2,44.44444444,52.41263889
877,57.1875,15.875,86,36.3,40.74074074,47.22064815
878,74.6,38.5625,54,43.4,29.62962963,48.03842593
879,28.5125,93.3375,72,89.4,44.44444444,65.53888889
